src,dst,weight
3116,1193,2
3116,2963,1
3116,3646,1
3116,3821,1
3116,3833,1
3116,6348,1
3117,44,1
3117,143,1
3117,148,2
3117,251,5
3117,282,5
3117,384,1
3117,497,1
3117,634,1
3117,667,2
3117,768,1
3117,896,3
3117,917,22
3117,1015,2
3117,1849,1
3117,2005,1
3117,2371,1
3117,2578,16
3117,2777,1
3117,2902,1
3117,2934,6
3117,3019,41
3117,3117,6
3117,3196,2
3117,3229,1
3117,3420,7
3117,3983,4
3118,209,1
3118,902,1
3118,1018,2
3118,2646,1
3118,4606,1
3118,7164,1
3119,73,1
3119,102,10
3119,115,2
3119,130,2
3119,143,11
3119,175,1
3119,350,1
3119,390,1
3119,482,1
3119,497,1
3119,634,2
3119,735,1
3119,1336,1
3119,1361,10
3119,1506,1
3119,1548,2
3119,1723,2
3119,1896,1
3119,1972,1
3119,2005,7
3119,2097,2
3119,2161,6
3119,2626,1
3119,2633,1
3119,2776,1
3119,2864,2
3119,2903,1
3119,2940,2
3119,2967,1
3119,3057,1
3119,3083,1
3119,3087,2
3119,3142,2
3119,3577,3
3119,3684,1
3119,3804,1
3119,3922,1
3119,4175,1
3119,4302,1
3119,4315,1
3119,4330,1
3119,4503,1
3119,4816,1
3119,5448,1
3119,5761,2
3119,5762,1
3119,5800,1
3119,5848,1
3119,6585,1
3119,6643,1
3119,6979,1
3119,7619,1
3120,107,1
3120,130,1
3120,222,1
3120,644,1
3120,1163,1
3120,1353,1
3120,2099,1
3120,5368,1
3120,5598,1
3121,100,1
3121,141,1
3121,143,2
3121,188,1
3121,209,1
3121,1214,6
3121,3121,6
3121,4640,1
3121,4908,5
3121,7147,1
3122,209,1
3122,282,1
3122,949,1
3122,2901,1
3122,3122,1
3122,3144,1
3122,3597,1
3122,4277,1
3122,5121,1
3123,43,1
3123,573,7
3123,1011,1
3123,2988,2
3123,3123,9
3123,4101,1
3123,4656,1
3124,119,1
3124,290,1
3124,2101,2
3124,2748,1
3124,5405,1
3124,6834,1
3125,270,1
3125,1667,1
3125,1810,1
3125,1849,3
3125,2001,1
3125,2049,1
3126,43,1
3126,178,1
3126,190,1
3126,557,1
3126,675,1
3126,1819,1
3126,5495,1
3126,5885,1
3126,6122,1
3126,6857,1
3126,7090,1
3127,653,1
3127,744,1
3127,1768,2
3127,2136,1
3128,105,1
3128,159,2
3128,163,1
3128,178,1
3128,314,1
3128,542,2
3128,694,1
3128,764,1
3128,1021,1
3128,1931,1
3128,2574,1
3128,2842,1
3128,3659,1
3128,4536,1
3128,6451,1
3129,459,1
3129,710,1
3129,1309,1
3129,1931,1
3129,1935,2
3129,2555,1
3129,2915,15
3129,3129,17
3130,32,1
3130,1170,1
3130,2036,1
3130,3866,2
3131,241,1
3131,292,1
3131,899,1
3131,4475,1
3131,7597,1
3132,159,1
3132,975,2
3132,1900,1
3132,1973,2
3132,3132,1
3133,43,1
3133,88,1
3133,175,1
3133,190,1
3133,259,1
3133,282,1
3133,542,3
3133,644,1
3133,658,1
3133,773,1
3133,932,1
3133,1589,1
3133,1677,10
3133,1717,1
3133,1972,8
3133,2748,1
3133,2923,1
3133,3133,7
3133,3237,1
3133,3999,1
3133,4836,1
3133,5579,4
3133,5932,7
3133,6086,23
3133,6120,1
3133,6355,1
3133,6783,2
3133,6896,10
3133,7649,2
3134,88,1
3134,572,1
3134,877,1
3134,1045,1
3134,1145,1
3134,1616,1
3134,2401,10
3134,3134,1
3134,3496,1
3134,3564,2
3134,3995,1
3134,6154,2
3134,7107,1
3135,4240,1
3135,7763,1
3136,44,1
3136,497,1
3136,556,1
3136,3117,1
3136,3136,19
3136,3214,1
3136,3420,3
3136,3845,1
3136,4356,3
3136,5481,1
3136,6712,6
3136,7848,5
3137,4196,1
3137,6127,1
3138,43,1
3138,194,1
3138,729,1
3138,884,1
3138,980,1
3138,3138,3
3138,4119,4
3138,4139,1
3138,4303,2
3138,5431,1
3138,6034,1
3138,6263,1
3138,7428,1
3138,7687,1
3139,3321,1
3139,7353,1
3140,105,1
3140,3271,1
3140,4075,1
3141,192,1
3141,278,1
3141,352,1
3141,1417,1
3141,2698,1
3142,73,1
3142,143,3
3142,818,1
3142,1187,1
3142,1361,2
3142,2005,4
3142,2097,1
3142,2161,5
3142,2940,1
3142,2944,2
3142,3976,1
3142,4315,1
3142,5679,1
3142,5761,1
3142,7323,1
3142,7374,1
3143,132,1
3143,265,1
3143,2914,1
3143,3143,4
3143,3229,2
3143,4776,1
3143,5193,1
3143,5277,1
3143,5461,1
3143,7146,1
3143,7387,1
3144,265,2
3144,2242,1
3144,2488,1
3144,2901,1
3144,3085,1
3144,4537,1
3144,5977,1
3145,43,3
3145,88,1
3145,150,2
3145,262,1
3145,527,1
3145,1331,1
3145,1694,1
3145,2117,1
3145,2227,1
3145,2310,1
3145,2596,1
3145,3145,1
3145,3299,1
3145,4764,1
3145,5132,1
3145,6633,1
3145,6696,1
3145,6997,1
3146,3313,1
3146,5434,1
3147,280,1
3147,316,1
3147,414,1
3147,488,1
3147,1168,1
3147,1315,9
3147,1911,1
3147,2117,2
3147,2706,1
3147,2718,4
3147,3130,1
3147,3147,6
3147,4540,1
3147,5176,2
3148,350,1
3148,820,1
3148,2439,1
3148,3148,5
3149,88,1
3149,387,1
3149,702,1
3149,887,1
3149,2737,1
3149,3149,4
3149,3423,1
3149,3646,1
3149,4049,1
3149,5535,2
3149,5555,1
3149,5582,1
3149,5729,1
3149,6351,1
3149,6357,5
3149,6804,1
3149,7180,1
3149,7250,1
3149,7452,1
3150,44,1
3150,371,1
3150,1764,1
3150,3229,1
3150,3237,5
3150,4208,4
3150,4285,1
3151,159,2
3151,359,1
3151,667,1
3151,1331,1
3151,2250,1
3151,3151,1
3152,1346,1
3152,2662,2
3152,3152,2
3152,3881,2
3153,634,1
3153,1473,1
3153,1587,1
3153,2272,3
3153,5432,1
3153,5648,1
3153,7714,1
3154,3831,1
3155,88,1
3155,334,1
3155,2342,1
3155,2877,1
3155,3155,1
3155,4842,1
3155,7362,1
3156,73,1
3156,193,1
3156,221,2
3156,319,1
3156,4014,1
3156,4617,1
3156,7725,1
3157,141,2
3157,143,1
3157,159,4
3157,554,1
3157,705,1
3157,751,2
3157,765,1
3157,1336,1
3157,1857,7
3157,2370,2
3157,3157,2
3157,3287,1
3157,4315,1
3157,5437,2
3157,6706,1
3157,6846,3
3158,3158,1
3158,3195,4
3158,5830,1
3158,5921,1
3158,6465,1
3159,43,1
3159,44,1
3159,88,1
3159,91,1
3159,143,1
3159,1163,1
3159,2692,1
3159,2923,1
3159,5623,1
3160,88,1
3160,195,1
3160,2097,1
3160,3160,1
3160,3286,1
3160,4935,1
3160,6257,1
3161,372,2
3161,625,1
3161,1958,1
3162,43,2
3162,62,1
3162,86,2
3162,88,3
3162,95,1
3162,135,1
3162,189,1
3162,190,4
3162,205,1
3162,241,1
3162,325,1
3162,334,2
3162,349,1
3162,557,1
3162,684,1
3162,745,1
3162,750,1
3162,922,1
3162,1042,1
3162,1288,1
3162,1331,1
3162,1343,1
3162,1474,1
3162,1549,3
3162,1621,1
3162,1832,1
3162,1958,2
3162,2124,1
3162,2126,1
3162,2214,1
3162,2409,1
3162,2696,1
3162,2713,2
3162,2813,1
3162,3011,1
3162,3047,3
3162,3162,6
3162,3207,3
3162,3253,3
3162,3345,1
3162,3499,1
3162,3847,1
3162,3892,1
3162,5019,2
3162,5630,1
3162,5728,1
3162,6046,1
3162,6437,2
3162,7024,1
3162,7035,1
3162,7714,1
3162,7781,1
3163,2209,1
3163,2475,1
3164,183,1
3164,446,1
3164,810,1
3164,1828,2
3164,2036,1
3164,3164,1
3164,3589,2
3164,5535,1
3164,5962,1
3165,76,1
3165,100,2
3165,110,1
3165,143,1
3165,147,1
3165,176,1
3165,272,1
3165,324,2
3165,339,1
3165,341,1
3165,350,1
3165,421,1
3165,508,1
3165,2119,1
3165,2174,1
3165,2773,1
3165,2904,1
3165,2906,3
3165,3082,3
3165,3165,2
3165,3271,1
3165,3636,3
3165,3710,2
3165,3945,3
3165,4549,1
3165,4762,1
3165,4854,1
3166,43,2
3166,163,1
3166,175,1
3166,178,1
3166,190,1
3166,332,2
3166,1832,1
3166,1899,1
3166,3166,3
3166,4559,1
3166,5759,1
3167,43,1
3167,110,3
3167,290,1
3167,734,1
3167,944,1
3167,1880,1
3167,3769,1
3167,3897,1
3167,6218,1
3167,6561,1
3167,7090,2
3168,399,1
3168,1383,1
3168,1657,1
3168,1832,1
3168,2005,1
3168,2389,1
3168,3168,2
3168,6702,2
3169,44,2
3169,100,1
3169,102,2
3169,143,4
3169,235,1
3169,386,1
3169,482,1
3169,860,1
3169,1002,1
3169,1187,1
3169,1353,1
3169,1717,1
3169,1832,1
3169,1931,1
3169,2005,1
3169,2152,1
3169,2477,1
3169,2483,1
3169,2956,1
3169,3282,2
3169,4152,1
3169,4980,1
3169,5345,1
3169,5366,1
3169,5663,1
3169,5699,1
3169,6649,1
3169,6721,1
3169,6913,1
3169,7786,1
3170,190,1
3170,1855,1
3170,2554,1
3170,5257,1
3171,46,1
3171,123,1
3171,516,1
3171,4309,1
3172,444,7
3172,3069,1
3172,3172,4
3172,4351,5
3172,5282,3
3172,5335,7
3172,5472,3
3172,6431,1
3173,175,1
3173,2053,1
3173,3478,1
3174,74,1
3174,744,2
3174,778,1
3174,3700,1
3174,6525,1
3175,119,1
3175,143,4
3175,305,1
3175,359,1
3175,472,1
3175,624,1
3175,634,2
3175,656,1
3175,745,1
3175,951,1
3175,991,1
3175,1061,1
3175,1187,1
3175,1250,1
3175,1783,1
3175,1793,2
3175,1834,1
3175,2031,1
3175,2215,1
3175,2343,1
3175,2551,1
3175,2864,1
3175,2958,1
3175,3776,1
3175,4473,3
3176,107,1
3176,1343,1
3176,2290,1
3176,2314,3
3176,2633,1
3176,3176,2
3176,3212,1
3176,4559,1
3176,7565,2
3177,88,2
3177,163,2
3177,1343,1
3177,1616,1
3177,1918,1
3177,4154,1
3178,43,1
3178,108,1
3178,141,1
3178,143,2
3178,212,1
3178,270,1
3178,305,1
3178,1735,2
3178,2497,6
3178,3178,1
3178,3341,1
3178,3754,1
3178,5354,1
3178,7166,1
3178,7536,4
3179,44,1
3179,582,1
3179,1123,1
3179,3179,1
3179,4286,1
3179,4969,1
3180,44,1
3180,1364,1
3180,1964,2
3180,3283,2
3180,4317,1
3180,4911,1
3181,421,1
3181,1802,1
3181,1871,1
3181,1931,1
3181,3181,1
3181,3490,1
3181,7445,1
3182,209,2
3182,308,1
3182,357,1
3183,190,1
3183,1172,2
3183,1565,1
3183,4218,1
3183,7139,1
3184,180,4
3185,128,1
3185,144,1
3185,255,2
3185,875,1
3185,1352,1
3185,2610,1
3185,2903,1
3185,3101,1
3185,3185,1
3185,3355,1
3185,3673,14
3185,3928,6
3185,4159,1
3185,5550,1
3185,5980,1
3185,7670,1
3185,7763,5
3186,4344,1
3186,4821,1
3186,4885,1
3186,4963,1
3186,7356,1
3186,7547,5
3187,43,1
3187,44,11
3187,110,1
3187,116,1
3187,141,3
3187,143,2
3187,147,1
3187,152,1
3187,178,1
3187,190,2
3187,209,1
3187,252,1
3187,265,1
3187,305,1
3187,339,1
3187,360,1
3187,480,1
3187,524,1
3187,557,1
3187,620,1
3187,749,1
3187,783,1
3187,1015,1
3187,1078,4
3187,1116,1
3187,1141,1
3187,1491,1
3187,1535,1
3187,1550,1
3187,1644,2
3187,1741,1
3187,1805,1
3187,1832,1
3187,1923,1
3187,2092,1
3187,2424,1
3187,2551,1
3187,2607,1
3187,2713,1
3187,2823,1
3187,3020,1
3187,3053,1
3187,3187,1
3187,3271,1
3187,3287,1
3187,3512,1
3187,3535,1
3187,3606,1
3187,3633,1
3187,3764,1
3187,3779,1
3187,3788,1
3187,3845,1
3187,3846,3
3187,3866,1
3187,4079,3
3187,4457,1
3187,4507,2
3187,4568,1
3187,4706,2
3187,4818,2
3187,4891,1
3187,5124,1
3187,5330,1
3187,5481,1
3187,5617,1
3187,5886,1
3187,6161,1
3187,6186,1
3187,6431,1
3187,6893,1
3187,6913,1
3187,6982,1
3187,6990,2
3187,7113,1
3187,7298,1
3187,7671,1
3188,88,1
3188,296,1
3188,1116,1
3188,1812,1
3188,2314,3
3188,3770,1
3188,4533,1
3189,470,1
3189,1113,1
3189,1222,1
3189,1343,1
3189,3189,1
3189,7257,1
3190,893,1
3190,3190,1
3190,6592,3
3190,7131,1
3191,88,1
3191,216,1
3191,240,1
3191,587,2
3191,814,1
3191,1527,1
3191,2345,1
3191,3078,1
3191,3191,1
3191,4142,1
3191,7291,3
3192,44,1
3192,88,2
3192,95,5
3192,109,1
3192,178,1
3192,190,1
3192,193,5
3192,202,1
3192,213,1
3192,226,1
3192,251,16
3192,256,1
3192,272,3
3192,276,1
3192,282,3
3192,312,1
3192,371,1
3192,387,1
3192,402,4
3192,535,2
3192,1115,1
3192,1163,1
3192,1716,1
3192,1720,2
3192,1944,7
3192,2314,8
3192,2478,1
3192,2692,1
3192,2904,1
3192,2906,6
3192,3017,1
3192,3192,14
3192,3705,4
3192,4258,1
3192,4461,1
3192,4854,1
3192,5456,2
3192,5791,1
3192,6760,1
3193,252,1
3193,486,1
3193,952,1
3193,1222,1
3193,1643,1
3193,2551,1
3194,132,1
3194,190,1
3194,262,1
3194,2596,1
3194,3194,1
3194,4168,1
3194,5869,1
3194,6857,1
3195,3158,1
3195,3195,2
3195,5921,2
3196,3157,1
3197,3198,2
3197,3199,11
3197,3202,1
3197,3244,1
3197,4161,1
3197,4885,1
3197,6967,1
3198,389,1
3198,1917,1
3198,3197,3
3198,3202,1
3198,6643,1
3198,6917,2
3199,451,1
3199,3198,3
3199,3202,12
3199,3244,1
3199,7264,1
3200,271,1
3200,399,1
3200,3200,1
3200,4843,1
3201,44,1
3201,83,2
3201,141,1
3201,209,2
3201,261,1
3201,277,1
3201,324,1
3201,556,1
3201,565,1
3201,575,1
3201,604,1
3201,689,2
3201,691,1
3201,883,1
3201,1361,1
3201,1415,1
3201,1431,1
3201,1488,3
3201,1602,1
3201,1604,1
3201,1931,1
3201,2365,1
3201,2479,1
3201,2567,1
3201,3006,1
3201,3201,4
3201,3417,1
3201,4117,1
3201,4286,1
3201,5077,1
3201,5084,2
3201,5085,1
3201,5728,2
3201,6652,1
3201,7241,2
3202,115,1
3202,3198,10
3202,3199,3
3202,3244,1
3202,3245,1
3202,4503,1
3202,6127,1
3203,185,3
3203,509,1
3203,2291,1
3203,3203,1
3203,5656,1
3204,209,2
3204,307,1
3204,442,2
3204,1827,1
3204,3204,2
3204,4382,1
3204,6334,1
3204,6589,1
3204,6704,2
3205,346,1
3205,651,5
3205,1193,2
3205,1946,5
3205,3205,26
3205,4095,1
3205,5710,62
3205,6460,75
3206,175,2
3206,1715,1
3206,6523,1
3207,43,1
3207,88,3
3207,185,1
3207,188,4
3207,190,6
3207,313,1
3207,325,2
3207,489,1
3207,652,2
3207,764,1
3207,877,1
3207,957,1
3207,1192,1
3207,1339,1
3207,1435,1
3207,1549,2
3207,1565,1
3207,1953,1
3207,1958,3
3207,2126,1
3207,2306,1
3207,2571,1
3207,2713,1
3207,2813,1
3207,2848,1
3207,2990,4
3207,3024,1
3207,3082,1
3207,3162,1
3207,3207,3
3207,3208,1
3207,3215,1
3207,3355,1
3207,3640,1
3207,3999,1
3207,4213,1
3207,4538,1
3207,5137,1
3207,6134,1
3207,6470,1
3207,6557,1
3207,6691,1
3207,6744,1
3207,6760,1
3207,6837,1
3208,44,40
3208,45,2
3208,88,1
3208,131,1
3208,189,1
3208,190,2
3208,200,1
3208,237,1
3208,261,1
3208,341,4
3208,359,13
3208,387,1
3208,520,1
3208,624,1
3208,649,1
3208,652,1
3208,767,1
3208,1258,1
3208,2180,2
3208,2424,1
3208,2713,4
3208,2848,4
3208,2909,1
3208,2990,7
3208,3011,1
3208,3208,2
3208,3227,1
3208,3355,1
3208,3414,1
3208,3499,2
3208,3764,1
3208,3895,3
3208,4079,1
3208,4213,1
3208,4420,1
3208,4560,1
3208,4587,1
3208,4602,1
3208,4706,1
3208,4969,2
3208,5137,1
3208,5186,1
3208,5575,1
3208,5592,2
3208,5672,1
3208,5863,1
3208,6691,1
3208,6947,1
3208,6976,1
3208,6990,1
3208,7234,1
3208,7425,3
3208,7776,1
3209,529,1
3209,673,1
3209,1209,1
3209,1826,1
3209,2262,4
3209,2447,1
3209,3209,4
3209,4200,1
3209,5330,1
3209,5491,3
3209,6878,1
3209,7558,1
3209,7712,2
3210,138,1
3210,190,9
3210,195,1
3210,282,1
3210,334,1
3210,346,1
3210,422,1
3210,486,2
3210,489,2
3210,504,3
3210,760,4
3210,823,1
3210,877,1
3210,919,1
3210,1138,2
3210,1165,2
3210,1405,1
3210,2424,1
3210,2603,4
3210,2713,10
3210,2760,2
3210,2922,1
3210,3082,1
3210,3210,10
3210,3242,5
3210,3250,1
3210,3423,1
3210,3499,1
3210,3575,2
3210,3624,30
3210,3723,1
3210,3774,8
3210,4428,3
3210,4522,3
3210,4586,1
3210,4855,1
3210,4926,2
3210,6050,1
3210,6409,1
3210,6568,1
3210,6837,1
3211,1242,7
3211,3835,2
3211,4149,1
3211,6579,1
3212,61,1
3212,88,1
3212,143,1
3212,531,1
3212,642,1
3212,780,1
3212,1227,1
3212,1343,2
3212,1511,1
3212,1579,1
3212,2531,1
3212,2571,1
3212,3017,1
3212,3212,1
3212,3606,1
3212,3769,1
3212,6525,1
3212,6997,1
3213,1971,1
3213,2062,1
3213,3709,1
3213,3744,1
3213,4759,1
3213,6016,1
3214,95,1
3214,572,1
3214,842,1
3214,2706,1
3214,5350,1
3215,37,1
3215,194,2
3215,573,1
3215,1966,1
3215,3790,1
3215,5662,1
3215,5852,1
3215,6174,1
3215,7024,1
3215,7428,1
3216,508,1
3216,880,1
3216,1934,1
3216,1969,1
3216,3821,1
3217,186,1
3217,1532,1
3217,2713,1
3217,5617,1
3218,115,1
3218,1724,1
3218,1793,1
3218,1827,1
3218,1903,1
3218,2551,1
3218,2749,1
3218,3087,1
3218,3218,3
3218,3577,1
3218,4293,1
3218,4889,1
3218,6056,1
3218,6117,1
3218,6752,1
3218,7374,1
3218,7577,1
3220,249,2
3220,269,5
3220,270,1
3220,314,1
3220,395,1
3220,396,1
3220,421,1
3220,637,3
3220,1008,1
3220,1102,1
3220,1193,1
3220,1411,3
3220,1473,1
3220,1478,1
3220,1792,1
3220,1827,1
3220,1950,2
3220,2427,3
3220,2653,1
3220,2844,1
3220,3212,1
3220,3220,18
3220,5269,1
3221,43,1
3221,110,1
3221,144,1
3221,222,1
3221,818,1
3221,2526,1
3221,3221,2
3221,6219,17
3221,7148,1
3221,7201,5
3221,7648,1
3222,304,1
3222,769,1
3222,1990,1
3222,2551,1
3223,1616,1
3223,3223,13
3223,5008,1
3224,43,1
3224,143,1
3224,255,1
3224,280,1
3224,421,1
3224,424,1
3224,655,1
3224,987,1
3224,1251,1
3224,1428,1
3224,1614,1
3224,5330,1
3225,146,1
3225,197,1
3225,399,1
3225,691,1
3225,1589,1
3225,2095,1
3225,2936,1
3225,3389,1
3225,3974,2
3225,4613,1
3225,4996,1
3226,171,1
3226,2625,1
3226,5370,4
3226,6613,1
3227,150,1
3227,520,2
3227,799,1
3227,814,1
3227,944,1
3227,1163,1
3227,2025,1
3227,2769,1
3227,2923,1
3227,3208,1
3227,3847,1
3228,130,1
3228,162,1
3228,753,1
3228,3228,6
3228,5496,1
3229,43,1
3229,46,1
3229,88,1
3229,110,2
3229,141,5
3229,142,1
3229,143,8
3229,145,1
3229,149,1
3229,181,1
3229,190,3
3229,245,2
3229,270,1
3229,282,20
3229,309,1
3229,323,1
3229,346,1
3229,351,21
3229,451,1
3229,487,1
3229,554,1
3229,634,1
3229,663,1
3229,751,6
3229,765,29
3229,768,4
3229,798,1
3229,820,4
3229,916,2
3229,918,1
3229,1225,2
3229,1391,5
3229,1867,1
3229,2187,1
3229,2217,1
3229,2339,1
3229,2578,1
3229,2668,4
3229,2703,1
3229,2934,3
3229,3019,1
3229,3117,1
3229,3143,3
3229,3229,30
3229,3349,1
3229,3638,1
3229,3999,1
3229,4208,2
3229,4378,1
3229,4483,11
3229,4503,1
3229,4694,2
3229,5202,6
3229,5461,2
3229,5882,1
3229,6062,1
3229,6089,1
3229,7483,1
3229,7605,2
3230,43,1
3230,143,4
3230,1623,1
3230,4889,1
3230,5146,1
3230,5675,1
3230,5812,1
3230,6089,1
3230,7090,1
3230,7132,1
3231,2703,1
3231,3955,1
3231,4097,1
3231,5076,1
3231,5244,1
3231,5500,4
3231,5625,1
3231,6091,3
3231,6826,1
3232,37,1
3232,190,1
3232,867,1
3232,1172,3
3232,1311,1
3232,1565,1
3232,3082,1
3232,7309,1
3233,88,2
3233,109,1
3233,190,1
3233,290,4
3233,679,1
3233,1425,2
3233,1657,2
3233,1797,7
3233,1934,4
3233,2322,1
3233,2372,11
3233,3233,4
3233,4209,1
3233,5422,3
3234,43,1
3234,98,1
3234,125,2
3234,190,1
3234,237,1
3234,339,1
3234,655,1
3234,709,1
3234,795,1
3234,1849,1
3234,2092,1
3234,2400,1
3234,2571,1
3234,3011,1
3234,3504,2
3234,6254,1
3235,33,1
3235,43,2
3235,125,1
3235,190,1
3235,284,1
3235,745,1
3235,3235,1
3236,190,1
3236,209,1
3236,1282,1
3236,2739,1
3236,4838,1
3236,7165,1
3237,141,1
3237,143,2
3237,149,2
3237,152,1
3237,282,4
3237,301,1
3237,351,1
3237,371,3
3237,444,1
3237,534,1
3237,896,1
3237,989,1
3237,1112,10
3237,1273,1
3237,1677,1
3237,1722,1
3237,1764,1
3237,1849,1
3237,1965,1
3237,2092,2
3237,2548,2
3237,2578,1
3237,2692,4
3237,2906,1
3237,2934,17
3237,2950,3
3237,3019,24
3237,3237,27
3237,3255,1
3237,3511,1
3237,3705,1
3237,3900,2
3237,3935,1
3237,4031,1
3237,4349,1
3237,4655,4
3237,5341,1
3237,7019,1
3237,7023,1
3238,116,2
3238,117,1
3238,221,5
3238,310,1
3238,385,1
3238,473,1
3238,505,1
3238,709,20
3238,1085,1
3238,1170,1
3238,2583,23
3238,3012,1
3238,3234,1
3239,43,5
3239,143,1
3239,159,1
3239,179,1
3239,211,1
3239,423,2
3239,428,4
3239,735,1
3239,1639,9
3239,1938,1
3239,2026,1
3239,3239,14
3239,4047,2
3239,5858,1
3239,7004,1
3239,7131,1
3240,187,1
3240,278,1
3240,3240,10
3240,3542,2
3241,152,1
3241,211,4
3241,395,1
3241,1347,1
3241,1350,1
3241,3241,2
3241,3978,1
3241,4634,1
3242,138,1
3242,190,2
3242,2424,2
3242,2713,1
3242,3210,3
3242,3575,2
3242,3624,1
3243,43,1
3243,130,1
3243,557,1
3243,1164,1
3243,1228,1
3243,1362,1
3243,2345,1
3243,3243,2
3243,3721,1
3243,4166,1
3243,5515,1
3243,5852,1
3243,5920,1
3243,6840,1
3243,7390,1
3243,7643,1
3243,7823,1
3244,2578,1
3244,3197,1
3244,3202,2
3244,3245,22
3244,3431,1
3244,5097,1
3244,6127,1
3244,6150,2
3244,6274,2
3245,3196,1
3245,3197,4
3245,3198,2
3245,3199,1
3245,3202,2
3245,3244,2
3245,4344,1
3245,6127,1
3245,6274,8
3245,6633,1
3245,6789,1
3246,390,2
3246,894,1
3246,6239,5
3247,43,1
3247,59,1
3247,190,1
3247,209,1
3247,666,1
3247,1832,1
3247,2185,1
3247,3247,2
3247,3380,1
3247,5874,1
3247,6525,1
3248,15,1
3248,88,1
3248,364,1
3248,467,1
3248,514,1
3248,644,1
3248,1111,1
3248,1501,3
3248,2502,1
3248,3063,1
3248,3101,2
3248,3248,11
3248,3298,13
3248,3301,2
3248,3302,2
3248,3404,1
3248,4860,1
3248,5619,1
3248,5635,1
3249,88,1
3249,151,1
3249,173,1
3249,392,1
3249,1343,1
3249,2225,1
3249,2571,1
3250,43,2
3250,46,1
3250,190,1
3250,232,1
3250,352,1
3250,368,1
3250,486,3
3250,725,2
3250,877,1
3250,1138,8
3250,2099,1
3250,2367,1
3250,2551,1
3250,2691,2
3250,2798,1
3250,3091,1
3250,3210,1
3250,3250,7
3250,3468,2
3250,3523,1
3250,3547,1
3250,3688,1
3250,3774,10
3250,4120,3
3250,6022,1
3250,6834,1
3251,43,1
3251,389,2
3251,1187,1
3251,1196,1
3251,1827,1
3251,2161,1
3251,2578,1
3251,3169,1
3251,3244,1
3251,3577,1
3251,5499,1
3251,6487,1
3251,7619,1
3252,647,8
3252,940,2
3253,43,4
3253,44,1
3253,46,1
3253,68,1
3253,80,1
3253,88,2
3253,110,1
3253,125,1
3253,146,1
3253,175,1
3253,190,2
3253,221,1
3253,262,1
3253,313,1
3253,374,3
3253,427,1
3253,461,1
3253,483,1
3253,557,1
3253,564,1
3253,629,1
3253,634,1
3253,655,3
3253,727,1
3253,745,2
3253,778,1
3253,798,1
3253,877,1
3253,894,1
3253,1027,1
3253,1042,2
3253,1106,1
3253,1201,2
3253,1229,1
3253,1251,1
3253,1264,1
3253,1326,1
3253,1428,1
3253,1497,1
3253,1565,1
3253,1814,1
3253,1819,2
3253,1827,1
3253,1832,1
3253,1920,1
3253,1930,1
3253,2185,4
3253,2316,1
3253,2569,2
3253,3018,1
3253,3084,1
3253,3162,1
3253,3253,5
3253,3345,2
3253,3411,1
3253,3505,1
3253,3525,1
3253,3572,1
3253,3634,1
3253,3743,1
3253,4011,1
3253,4041,1
3253,4049,1
3253,4181,1
3253,4654,1
3253,4662,1
3253,4830,1
3253,4922,1
3253,5649,1
3253,5880,2
3253,6046,7
3253,6100,1
3253,6510,1
3253,6525,3
3253,6957,1
3253,6982,1
3253,7025,1
3253,7152,1
3253,7167,2
3253,7522,1
3253,7714,5
3254,1493,1
3254,1535,3
3254,2698,1
3254,3476,1
3254,4055,1
3254,5779,3
3254,6492,2
3255,88,1
3255,143,3
3255,235,1
3255,282,3
3255,367,1
3255,443,1
3255,455,1
3255,523,2
3255,915,7
3255,935,1
3255,1201,1
3255,1931,2
3255,1965,2
3255,2092,1
3255,2435,1
3255,2440,1
3255,2692,1
3255,2777,1
3255,2859,1
3255,3018,1
3255,3019,8
3255,3237,6
3255,3634,1
3255,4031,1
3255,4315,1
3255,4558,1
3255,4857,1
3255,5271,1
3255,7671,1
3256,110,1
3256,898,1
3256,1590,1
3256,3256,3
3256,4503,1
3256,7057,1
3257,43,2
3257,48,1
3257,143,2
3257,173,1
3257,276,1
3257,290,1
3257,304,1
3257,421,1
3257,497,1
3257,1163,4
3257,1226,1
3257,1867,1
3257,1931,1
3257,2107,1
3257,2316,5
3257,2648,2
3257,2682,1
3257,2881,1
3257,3033,1
3257,3036,4
3257,3065,1
3257,3257,1
3257,3905,1
3257,3964,1
3257,4358,1
3257,5356,1
3257,6979,1
3258,143,1
3258,147,1
3258,323,1
3258,474,1
3258,2176,2
3258,3065,1
3258,3111,1
3258,3187,1
3258,3456,1
3258,4815,2
3258,5018,2
3258,5068,1
3258,5978,3
3258,6255,1
3258,7500,3
3258,7734,3
3259,125,1
3259,1064,1
3259,4871,1
3260,190,2
3260,626,1
3260,1119,1
3260,4753,1
3260,4886,1
3260,6578,1
3261,34,1
3261,395,1
3261,1223,1
3261,1782,1
3261,3261,13
3261,6094,1
3262,3262,1
3262,3412,2
3262,5760,1
3262,5871,2
3263,143,1
3263,223,1
3263,344,1
3263,2585,1
3263,3263,1
3263,3804,1
3263,4989,1
3263,7585,1
3264,43,1
3264,190,8
3264,616,1
3264,1865,1
3264,3264,1
3264,3634,1
3264,3936,1
3264,4943,1
3264,6488,1
3265,44,1
3265,213,1
3265,261,1
3265,1179,1
3265,1259,1
3265,1383,1
3265,2011,1
3265,2549,1
3265,3201,1
3265,4576,1
3265,4636,1
3265,7611,1
